Section_ID,GPS_NO,NodeId,X,Y
701014120922002,12160922253,,,
701014120922002,12160922253,,,
701014120922002,12160922254,,,
701014120922002,12160922257,,,
701014120922002,12160922257,,,
701014120922002,12160922257,,,
701014120922002,12160922254,,,
701014120922002,12160922257,,,
701014120922002,12160922258,,,
701014120922002,12160922258,,,
701014120922002,12160922259,,,
701014120922002,12160922259,,,
701014120922002,12160922260,,,
701014120922002,12160922263,,,
701014120922002,12160922263,,,
701014120922002,12160922263,,,
701014120922002,12160922258,,,
701014120922002,12160922266,,,
701014120922002,12160922266,,,
701014120922002,12160922266,,,
701014120922002,12160922267,,,
701014120922002,12160922266,,,
701014120922002,12160922263,,,
701014120922002,12160922266,,,
701014120922002,12160922268,,,
701014120922002,12160922266,,,
701014120922002,12160922269,,,
701014120922002,12160922269,,,
701014120922002,12160922272,,,
701014120922002,12160922275,,,
701014120922002,12160922275,,,
701014120922002,12160922275,,,
701014120922002,12160922270,,,
701014120922002,12160922275,,,
701014120922002,12160922276,,,
701014120922002,12160922276,,,
701014120922002,12160922277,,,
701014120922002,12160922275,,,
701014120922002,12160922278,,,
701014120922002,12160922284,,,
701014120922002,12160922284,,,
701014120922002,12160922284,,,
701014120922002,12160922281,,,
701014120922002,12160922284,,,
701014120922002,12160922285,,,
701014120922002,12160922285,,,
701014120922002,12160922286,,,
701014120922002,12160922281,,,
701014120922002,12160922287,,,
701014120922002,12160922291,,,
701014120922002,12160922291,,,
701014120922002,12160922291,,,
701014120922002,12160922288,,,
701014120922002,12160922291,,,
701014120922002,12160922294,,,
701014120922002,12160922294,,,
701014120922002,12160922295,,,
701014120922002,12160922295,,,
701014120922002,12160922296,,,
701014120922002,12160922296,,,
701014120922002,12160922297,,,
701014120922002,12160922294,,,
701014120922002,12160922298,,,
701014120922002,12160922298,,,
701014120922002,12160922299,,,
701014120922002,12160922299,,,
701014120922002,12160922300,,,
701014120922002,12160922303,,,
701014120922002,12160922303,,,
701014120922002,12160922303,,,
701014120922002,12160922288,,,
701014120922002,12160922288,,,
701014120922002,12160922287,,,
701014120922002,12160922303,,,
701014120922002,12160922304,,,
701014120922002,12160922304,,,
701014120922002,12160922305,,,
701014120922002,12160922305,,,
701014120922002,12160922306,,,
701014120922002,12160922305,,,
701014120922002,12160922307,,,
701014120922002,12160922307,,,
701014120922002,12160922308,,,
701014120922002,12160922307,,,
701014120922002,12160922311,,,
701014120922002,12160922314,,,
701014120922002,12160922314,,,
701014120922002,12160922314,,,
701014120922002,12160922279,,,
701014120922002,12160922314,,,
701014120922002,12160922315,,,
701014120922002,12160922315,,,
701014120922002,12160922318,,,
701014120922002,12160922322,,,
701014120922002,12160922322,,,
701014120922002,12160922322,,,
701014120922002,12160922319,,,
701014120922002,12160922319,,,
701014120922002,12150922206,,,
701014120922002,12150922206,,,
701014120922002,12160922315,,,
701014120922002,12160922322,,,
701014120922002,12160922323,,,
701014120922002,12160922323,,,
701014120922002,12160922324,,,
701014120922002,12160922324,,,
701014120922002,12160922325,,,
701014120922002,12160922318,,,
701014120922002,12160922318,,,
701014120922002,12160922318,,,
701014120922002,12160922326,,,
701014120922002,12160922326,,,
701014120922002,12160922327,,,
701014120922002,12160922327,,,
701014120922002,12160922328,,,
701014120922002,12160922331,,,
701014120922002,12160922331,,,
701014120922002,12160922331,,,
701014120922002,12160922328,,,
701014120922002,12160922331,,,
701014120922002,12160922332,,,
701014120922002,12160922332,,,
701014120922002,12160922333,,,
701014120922002,12160922331,,,
701014120922002,12160922334,,,
701014120922002,12160922334,,,
701014120922002,12160922335,,,
701014120922002,12160922338,,,
701014120922002,12160922338,,,
701014120922002,12160922338,,,
701014120922002,12140922164,,,
701014120922002,12160922338,,,
701014120922002,12160922339,,,
701014120922002,12160922339,,,
701014120922002,12160922340,,,
701014120922002,12160922344,,,
701014120922002,12160922344,,,
701014120922002,12160922344,,,
701014120922002,12160922345,,,
701014120922002,12160922345,,,
701014120922002,12160922346,,,
701014120922002,12160922346,,,
701014120922002,12160922347,,,
701014120922002,12160922347,,,
701014120922002,12160922348,,,
701014120922002,12160922348,,,
701014120922002,12160922349,,,
701014120922002,12160922349,,,
701014120922002,12160922358,,,
701014120922002,12160922358,,,
701014120922002,12160922356,,,
701014120922002,12160922356,,,
701014120922002,12160922357,,,
701014120922002,12160922356,,,
701014120922002,12160922355,,,
701014120922002,12160922355,,,
701014120922002,12160922354,,,
701014120922002,12160922354,,,
701014120922002,12160922353,,,
701014120922002,12160922353,,,
701014120922002,12160922352,,,
701014120922002,12160922358,,,
701014120922002,12160922364,,,
701014120922002,12160922362,,,
701014120922002,12160922362,,,
701014120922002,12160922362,,,
701014120922002,12160922359,,,
701014120922002,12160922359,,,
701014120922002,12160922326,,,
701014120922002,12160922362,,,
701014120922002,12160922363,,,
701014120922002,12160922363,,,
701014120922002,12160922311,,,
701014120922002,12160922311,,,
701014120922002,12160922311,,,
701014120922002,12160922311,,,
701014120922002,12160922365,,,
701014120922002,12160922311,,,
701014120922002,12160922366,,,
701014120922002,12160922366,,,
701014120922002,12160922367,,,
701014120922002,12160922367,,,
701014120922002,12160922368,,,
701014120922002,12160922368,,,
701014120922002,12160922369,,,
701014120922002,12160922369,,,
701014120922002,12160922370,,,
701014120922002,12160922370,,,
701014120922002,12160922371,,,
,,,,
